Price,Promotion,SeasonFactor,Sales
52.2777,1,1.2,3430.1039
122.3636,1,1.0,2938.5187
296.9302,1,1.0,1971.749
361.3528,0,1.2,1423.3585
343.3826,1,1.0,1811.586
150.9212,0,1.0,2328.8113
370.4806,0,0.8,849.104
156.7621,0,1.2,2451.7323
196.4299,0,0.8,1701.1916
385.9211,1,1.0,1757.9464
342.3348,0,0.8,1046.4056
432.1505,1,1.2,1373.7581
345.9258,0,0.8,1348.1071
305.7389,0,0.8,1219.198
92.1536,0,1.0,2548.7284
215.4721,1,1.2,2453.105
169.3411,0,1.0,2147.9938
159.7953,0,1.0,2368.2949
487.8547,0,1.2,831.2206
226.894,0,0.8,1495.4464
451.4209,1,1.0,1166.5776
334.0124,1,0.8,1721.7561
407.6651,0,1.2,1225.3388
276.1867,0,1.0,1570.465
309.6067,1,0.8,1791.6734
271.633,1,0.8,1822.0193
137.8593,1,1.0,2680.0027
375.1035,0,1.2,1075.1533
176.3476,1,0.8,2510.8007
60.9422,0,1.2,2884.7715
340.4625,1,1.0,1798.1097
129.6998,1,0.8,2344.517
473.2064,0,0.8,429.0046
479.2679,1,0.8,958.7661
461.689,0,1.2,682.6103
216.5714,1,0.8,2221.563
56.9555,0,0.8,2508.5718
467.7434,1,1.0,1114.7528
242.6829,1,0.8,2217.3478
484.9947,0,1.2,881.7942
483.629,0,1.0,913.6237
433.8543,0,1.0,709.4358
182.502,0,0.8,1930.3541
223.294,1,1.0,2533.5173
433.0115,1,0.8,1065.723
192.6149,1,1.0,2706.0511
126.2717,1,1.2,3105.1319
300.5606,1,0.8,1622.5274
471.2696,1,1.2,1215.0647
363.2134,0,0.8,925.8975
306.5275,1,1.2,2158.5394
93.7294,1,1.2,3355.1971
326.7533,0,1.0,1357.2665
495.5242,1,0.8,942.3084
113.0378,1,1.0,2945.6062
283.2483,1,1.2,2284.9965
444.8179,0,0.8,546.7162
383.3459,0,1.2,1381.473
363.6571,1,1.2,1894.6623
366.1178,0,1.2,1296.1555
211.771,1,1.2,2674.353
182.1163,1,1.0,2543.686
414.2125,1,1.2,1577.6786
414.551,0,1.0,1045.5099
440.1825,1,1.2,1483.1509
460.9582,1,0.8,1208.6686
280.1041,1,1.2,2373.0059
275.6823,1,1.2,2245.0107
409.2328,1,0.8,1170.3931
342.4838,0,0.8,963.505
365.8851,1,1.2,1931.1688
408.1067,0,1.2,1073.805
450.5024,1,1.0,1020.9264
202.0978,0,0.8,1624.3674
219.0123,1,0.8,2094.5246
92.2919,1,1.0,3072.2258
310.2261,0,1.2,1640.6072
66.174,0,1.2,2963.4142
259.5191,1,0.8,1911.6854
294.1901,0,1.0,1496.6138
178.9436,0,1.2,2480.0153
315.875,1,0.8,1686.5071
63.7251,1,1.2,3403.82
66.8067,1,1.2,3300.337
420.1703,1,1.2,1576.5941
212.0858,1,0.8,2287.0978
107.1772,0,1.0,2529.8234
285.0095,1,1.0,2086.7654
396.4971,0,1.2,1191.5309
147.1195,1,1.0,2777.4231
330.3007,1,1.2,1974.8836
88.4064,0,0.8,2336.4182
73.2568,1,0.8,2966.9499
289.1096,0,0.8,1453.1512
293.2858,0,1.2,1642.4193
336.8435,0,1.0,1298.0624
376.7411,1,0.8,1315.7863
489.1334,1,1.2,1209.8887
282.3352,1,1.0,2188.3744
195.3304,1,1.0,2469.6953
407.8338,1,1.0,1451.2315
171.8745,1,1.2,2716.9481
247.5371,0,1.2,1906.2024
85.3054,1,1.2,3118.6362
61.4078,1,0.8,3020.8342
483.1918,1,1.2,1320.8504
426.1911,1,0.8,1202.7334
363.1884,0,0.8,1024.1682
234.0288,0,0.8,1663.7273
127.9824,0,1.2,2407.4591
120.3967,0,0.8,2119.238
162.6093,0,1.2,2162.5803
297.152,1,1.2,2167.8826
371.5682,0,0.8,855.0858
347.0888,0,0.8,1060.6872
175.9703,1,0.8,2666.0948
479.6894,1,1.2,1379.7807
382.0536,0,1.2,1442.6899
299.4593,1,0.8,1884.845
325.2743,1,0.8,1663.621
238.82,0,1.0,1804.93
161.4789,1,0.8,2579.064
210.1877,0,1.0,1973.8966
391.0307,0,1.0,1016.0504
56.4771,1,1.2,3560.261
102.2327,0,1.2,2733.3095
70.7012,0,1.0,2503.9769
68.328,1,1.0,3140.3231
434.9573,1,0.8,1130.2373
366.646,1,1.0,1626.3331
263.3782,1,0.8,1944.593
94.0254,0,1.2,2688.1449
271.2271,1,0.8,1765.394
263.0623,1,1.2,2188.4352
127.9408,0,1.0,2294.9567
245.2332,0,1.0,1733.7843
229.3271,0,1.0,1719.4349
327.1325,0,0.8,1061.9147
335.7921,1,1.2,1995.7266
70.3868,1,1.2,3451.1719
218.5757,0,1.2,2203.6514
331.637,0,1.2,1641.6969
276.4113,0,1.2,1716.911
435.4204,0,0.8,600.6698
346.4121,1,1.2,2091.5038
123.3205,0,1.0,2206.9284
81.7559,1,1.2,3245.2756
339.0887,0,1.0,1326.7732
61.9301,1,0.8,2819.8365
313.599,1,0.8,1774.891
473.1036,1,1.0,1289.1813
308.9634,1,1.2,2277.6415
224.6765,0,0.8,1658.8419
339.4797,1,0.8,1684.041
256.2138,0,0.8,1347.298
295.5276,1,1.2,2250.1973
473.6592,1,1.0,1101.2366
223.7462,0,1.0,1866.3255
482.5358,0,1.2,797.704
457.4078,1,0.8,1051.7242
138.106,1,1.2,2864.2611
81.2126,0,1.2,2695.8913
95.3501,1,1.0,2997.6234
58.1998,0,1.2,2731.1349
92.4993,0,1.2,2751.2284
357.353,0,0.8,1096.5068
82.0349,1,0.8,3029.0398
193.539,1,1.0,2541.947
430.1939,0,0.8,837.669
60.4724,0,1.2,2894.1336
416.5108,0,1.2,991.7672
176.8346,0,1.2,2310.2316
103.1742,1,1.0,2963.5617
363.5317,0,0.8,1033.9573
333.0243,1,1.2,2061.9411
444.8624,0,0.8,595.6154
380.782,1,0.8,1492.781
411.5664,1,0.8,1199.1722
176.9156,1,0.8,2469.2945
129.8478,1,1.0,2878.8477
387.7766,1,1.0,1572.5115
413.0756,0,1.0,928.0515
495.7273,0,1.2,594.2354
235.678,1,1.2,2496.2187
217.4081,0,1.2,2093.9801
399.3858,0,1.0,930.7985
203.3616,0,0.8,1647.4035
468.8408,0,1.0,600.1435
436.2857,0,1.2,971.229
243.0473,0,1.2,1850.7323
387.892,0,0.8,726.4042
389.5443,1,1.0,1343.0843
96.4057,0,0.8,2347.4788
456.1488,0,1.0,817.0597
277.3636,0,1.2,1814.7922
421.9059,1,0.8,1150.039
194.0223,1,0.8,2190.8876
452.9855,0,1.0,514.5846
225.1408,1,1.0,2370.9987
54.8769,1,1.0,3287.1823
457.4219,0,1.2,829.6497
91.079,1,1.0,3150.146
193.6911,0,1.2,2162.6557
477.5279,1,1.0,1220.8603
477.7732,0,1.0,533.0544
308.047,1,1.2,1893.4718
334.3267,0,1.0,1391.0021
251.8005,0,1.2,1848.7128
181.9448,1,1.2,2636.0296
197.899,0,1.0,2058.6643
352.6333,0,1.0,1147.8965
388.5685,1,0.8,1215.8675
406.2106,0,1.0,1100.0879
405.3282,0,0.8,752.8842
91.0427,1,1.0,2901.2773
272.4891,0,1.2,1791.2417
75.9014,1,1.2,3533.7493
297.288,0,0.8,1324.7961
248.6887,1,1.0,2192.372
449.4669,1,0.8,1102.8032
207.9118,0,1.0,1915.0071
102.6802,1,1.0,2935.6582
114.3463,0,1.2,2562.6316
392.6798,0,0.8,921.9959
328.1981,1,1.2,2078.4849
95.5052,0,1.2,2864.6984
87.8481,0,1.2,2791.448
365.4361,1,0.8,1625.5795
82.7434,0,1.0,2651.2917
419.837,0,1.0,874.8202
367.809,1,0.8,1447.4174
86.607,0,1.0,2749.7522
88.177,0,0.8,2489.4967
493.9878,1,0.8,984.7368
218.4219,0,1.0,1807.1455
216.789,0,1.2,1928.5381
415.7598,1,0.8,1136.8843
476.2619,0,0.8,435.2387
493.7005,0,0.8,266.9413
389.0202,1,0.8,1357.6399
219.3168,1,1.0,2358.295
87.5753,0,1.0,2385.6536
399.7161,0,0.8,844.3091
301.2819,1,1.2,2196.6772
240.8999,0,1.0,1928.4357
457.8595,0,1.2,926.6881
100.0389,0,1.2,2778.0705
271.6813,1,0.8,1859.6664
55.1091,0,1.0,2759.1553
260.8973,0,0.8,1576.3714
75.3365,1,0.8,2978.954
103.4681,1,1.2,3160.0047
102.8868,1,1.2,3220.611
342.1446,0,1.2,1551.5517
385.7202,0,0.8,991.5379
312.5159,1,0.8,1681.309
482.9776,0,0.8,273.43
218.6918,0,0.8,1623.4098
178.5704,0,0.8,1921.6882
440.8696,0,0.8,596.0911
150.6181,1,0.8,2609.6412
483.4501,1,0.8,965.8272
55.4695,0,1.0,2534.132
486.4455,1,1.0,1019.6652
69.422,0,1.0,2674.1134
451.0144,0,1.0,856.4459
287.4655,1,0.8,1857.3344
496.8342,1,0.8,952.3742
83.2085,0,1.2,2839.0955
299.2344,0,1.2,1741.9056
486.1861,0,1.0,558.0471
285.394,0,1.2,1770.5689
333.2294,1,1.0,1866.9313
363.0869,1,0.8,1465.0275
254.5435,0,0.8,1638.5387
332.4011,0,1.2,1625.9523
312.9414,1,0.8,1855.0925
455.5211,0,0.8,418.4047
70.4509,1,1.0,3040.4714
176.4334,0,1.2,2366.6234
477.6852,1,0.8,903.5124
450.6187,0,1.2,972.7906
255.0455,0,0.8,1413.0305
329.0597,0,1.0,1208.9048
174.8215,1,0.8,2449.1505
134.6545,1,1.2,2950.739
258.6643,0,1.2,1978.0891
209.0085,0,1.0,1893.4204
312.6453,0,0.8,1148.0262
84.9806,0,1.0,2348.4318
488.4777,1,1.2,1382.3662
493.7948,1,1.0,1100.781
364.1728,1,0.8,1329.5663
291.2434,0,0.8,1144.0374
189.2874,0,1.0,1993.8553
416.2078,1,1.2,1713.6931
358.129,0,1.2,1356.6466
123.1776,1,1.0,2863.4003
459.9172,1,0.8,1099.4726
420.1418,1,0.8,1100.4642
477.41,1,0.8,844.7384
376.5738,0,0.8,939.0896
326.0368,1,1.2,2041.7968
238.2094,0,0.8,1521.2337
469.7278,1,1.0,1222.0859
439.7288,1,1.0,1353.1397
70.3484,1,1.0,3231.4757
61.8651,1,1.0,3175.3443
219.4085,0,0.8,1526.8688
414.749,0,1.2,1127.3305
494.2743,0,0.8,211.4487
117.6876,0,1.2,2408.8696
317.3588,1,0.8,1685.7346
221.4009,0,1.2,2103.1718
486.4615,0,1.0,727.5203
428.9535,1,1.0,1234.672
427.2479,0,1.2,1131.4658
260.9119,0,1.2,1735.5488
236.6688,0,1.2,2143.6672
173.0332,0,1.0,2064.7694
75.369,1,1.0,3089.6719
439.1251,1,0.8,1072.1726
415.8055,0,1.2,1196.8684
499.873,1,1.2,1055.5877
498.4866,0,1.2,689.8265
299.9443,0,1.0,1436.1471
396.0443,0,1.2,1439.5833
475.1446,1,1.2,1215.7792
432.3413,1,1.0,1080.0871
161.3066,1,1.2,3062.9265
252.7449,1,0.8,2085.4094
108.1217,1,1.0,2880.654
479.323,1,1.0,1100.164
322.7786,0,1.0,1306.0076
152.8893,1,0.8,2339.8537
352.2653,0,1.0,1222.246
328.1577,0,1.0,1342.068
211.1732,1,1.0,2478.0687
101.1009,0,1.0,2397.196
352.2079,0,0.8,961.4878
284.1385,0,1.2,1741.6509
397.5433,1,1.2,1614.1988
284.0736,1,1.0,2193.3083
433.4817,0,0.8,717.5038
298.3581,1,1.0,1956.621
302.4221,0,1.2,1741.3479
444.4941,1,1.2,1353.7008
231.5673,0,0.8,1596.0283
110.3069,0,1.2,2794.8233
62.9522,1,1.0,3249.8264
389.8118,1,0.8,1379.8492
329.1393,1,1.2,2018.4487
366.8359,1,1.0,1661.6267
145.8339,1,0.8,2423.9917
111.3672,0,1.0,2410.8253
56.5451,0,1.2,2954.8776
207.7644,0,1.0,1958.5359
315.463,1,0.8,1720.0435
226.5098,1,1.0,2302.0113
246.8637,0,1.2,1874.9067
456.8714,0,0.8,415.7205
206.715,0,0.8,1741.237
281.2953,0,1.2,1866.9479
402.6439,1,1.0,1400.9271
228.4443,0,1.0,1861.8546
329.939,1,1.2,2051.8529
438.0637,0,0.8,702.6945
477.2843,1,1.2,1314.9167
116.1831,1,0.8,2570.2996
466.9644,1,0.8,1177.6657
271.4523,1,1.0,2239.9076
166.21,0,1.2,2417.2691
256.6111,0,0.8,1459.3948
491.0147,0,1.0,513.0335
271.6781,1,1.2,2199.3707
197.9382,0,1.2,2176.9357
335.0304,0,0.8,1142.4176
158.0655,0,0.8,2007.1515
84.1385,1,0.8,3054.5632
107.9959,1,1.2,3227.1192
107.6206,1,0.8,2859.2573
118.3562,0,1.2,2662.2356
112.4722,0,1.0,2453.9029
338.3936,0,1.2,1553.5133
131.846,1,0.8,2442.3575
205.5503,0,1.2,2146.2116
453.5548,1,0.8,892.4491
263.2827,1,1.0,2065.5917
350.401,1,0.8,1667.3573
127.5439,1,0.8,2554.6263
136.5301,0,0.8,1984.9838
68.3909,0,0.8,2497.0035
126.0208,1,0.8,2663.0281
175.3657,0,0.8,1967.7979
129.6547,1,1.0,3027.317
89.9161,0,1.0,2607.6954
104.2861,0,1.2,2523.5085
257.3504,1,0.8,2106.5377
142.8502,1,1.2,2963.7566
213.9214,1,1.0,2447.1875
276.5378,1,1.0,1951.9699
360.6777,0,0.8,1046.9366
67.6905,1,0.8,2831.4
409.7347,0,1.2,1204.7514
332.5552,1,1.0,1764.9375
86.7916,0,1.2,2838.2584
443.1104,1,1.2,1354.9425
464.3926,0,1.2,721.9602
77.4851,0,0.8,2358.4357
174.5949,0,1.0,2153.6575
412.7906,1,1.2,1521.5312
386.7169,1,1.0,1586.7986
133.0345,1,1.0,2922.2681
144.2072,1,1.2,2846.6034
216.7124,0,1.2,2136.9754
268.0353,0,0.8,1513.8019
328.2146,0,1.0,1339.6391
216.0111,1,1.2,2611.6961
258.1406,0,1.2,1768.4074
386.3619,0,1.0,1111.9361
66.5074,1,1.2,3373.5843
163.5966,1,1.0,2697.0836
371.0073,0,1.2,1551.431
452.8431,1,1.0,1215.1179
280.2548,1,1.2,2330.9914
289.4511,1,1.2,2381.5557
98.2274,1,0.8,2804.0336
251.3356,0,1.0,1671.6643
289.6778,0,0.8,1391.4488
159.1117,0,1.2,2335.9408
171.1595,0,1.0,2264.1365
219.7779,0,1.0,1952.5824
59.032,1,1.2,3318.7339
194.9356,0,1.2,2100.6042
145.1516,0,1.2,2489.8769
197.3738,1,1.2,2738.6808
103.893,1,1.0,2856.06
450.7373,1,0.8,1124.8879
317.1166,0,1.0,1480.9421
355.596,1,1.0,1756.1763
405.1271,1,1.0,1550.1453
274.299,1,1.0,2029.5336
89.1141,0,1.2,2661.286
291.6979,1,0.8,1815.5376
314.0785,1,1.0,1866.1632
385.4478,0,1.0,1122.977
244.2468,1,0.8,2159.3176
107.4111,0,1.2,2592.5958
177.6992,0,1.0,2024.7236
213.387,1,1.2,2718.5448
340.6628,0,1.0,1198.487
306.8502,1,1.0,1937.1933
210.2435,1,0.8,2147.7944
493.9319,1,0.8,771.1546
322.5987,1,1.2,1936.3685
156.7521,0,1.0,2344.457
95.8021,1,1.2,3322.2204
118.7866,1,0.8,2625.3633
160.681,1,0.8,2542.901
122.3066,0,0.8,2044.8952
133.9552,0,0.8,2192.3998
178.2928,1,0.8,2320.1335
128.0181,0,1.2,2681.6671
453.5444,0,1.2,983.3741
86.1052,1,0.8,2832.919
286.0301,1,1.0,2029.0298
234.6786,1,1.0,2341.0556
492.0704,1,1.0,947.2559
100.4175,1,1.0,3110.4034
229.035,0,1.0,1885.4233
486.2617,1,0.8,965.1278
439.4782,1,1.2,1257.647
417.6824,1,0.8,1213.1959
166.0563,1,1.0,2694.525
126.8994,1,1.0,2865.157
350.8894,0,1.2,1447.8032
468.2192,1,0.8,926.7908
300.5433,0,1.2,1923.0203
307.2257,1,1.0,1988.1973
175.9906,1,1.0,2632.2944
396.2718,1,1.2,1812.2982
134.1697,0,1.0,2273.2463
195.6557,1,0.8,2192.9432
241.4464,1,1.0,2383.4859
278.4247,1,1.0,2074.5257
159.0844,1,0.8,2640.6504
101.6766,1,1.0,3121.4181
324.779,1,1.2,1843.8404
179.8837,1,1.2,2807.8149
311.5572,0,1.0,1549.8746
119.4632,1,0.8,2527.1581
266.513,1,0.8,2004.041
289.6652,1,1.2,2317.4637
73.3206,0,1.0,2627.9203
201.4719,0,0.8,1787.8862
110.4866,1,0.8,2867.3984
78.5187,0,1.2,2657.9537
495.4821,1,1.2,1305.7005
195.0592,1,0.8,2370.6316
414.4435,0,1.2,1257.9543
164.5883,1,0.8,2382.2444
356.6762,0,1.0,1364.2903
392.1025,0,1.2,1100.6446
318.0374,0,1.2,1576.773
262.2093,1,1.0,2072.635
235.3284,1,0.8,2195.8315
206.9907,1,0.8,2188.8532
468.2881,1,1.2,1472.0318
423.7787,1,0.8,1012.2954
484.2621,1,0.8,834.1632
105.9338,1,1.0,3148.9278
378.8904,0,1.0,1029.4768
472.2532,1,1.0,1244.668
131.5549,1,1.2,3111.8564
79.9233,1,1.0,2969.6379
383.5043,0,1.0,1103.6151
308.5129,0,0.8,1410.3032
428.8229,0,1.0,814.8861
112.8976,1,1.2,3066.5185
407.8703,0,1.0,993.4946
140.7323,0,1.2,2474.8614
123.6452,1,0.8,2532.1775
123.9196,1,0.8,2658.2214
416.5586,1,1.0,1368.6759
349.3387,0,0.8,1039.9022
285.3794,1,1.0,1832.7684
211.4737,1,0.8,2279.0641
444.7402,1,1.2,1312.905
226.6003,1,0.8,2241.6678
417.4697,1,1.0,1519.8623
247.6107,1,1.0,2063.3857
219.625,0,1.0,2031.3767
258.2059,1,1.2,2397.2834
185.62,0,0.8,1979.5961
386.4242,0,1.0,1160.9939
276.2242,1,1.2,2174.351
154.4957,0,1.2,2342.2129
454.8086,0,1.2,1087.3782
222.751,0,0.8,1562.1878
294.5988,1,0.8,1863.0984
457.9124,0,0.8,434.8488
330.9071,0,1.2,1455.0661
102.6041,0,0.8,2285.1116
472.9245,0,1.0,854.5141
332.4686,1,1.2,2114.466
200.7075,1,0.8,2191.0932
112.6724,0,1.2,2656.183
407.3113,1,1.2,1477.5024
329.0327,1,0.8,1429.3648
290.0575,0,1.2,1766.6252
452.2517,1,0.8,1110.2362
404.8687,1,0.8,1431.7583
118.2537,0,0.8,2246.0234
190.2749,0,1.2,2249.2648
161.8201,1,1.2,2857.0099
384.7758,1,0.8,1428.901
65.0896,1,1.2,3252.9583
306.4504,1,0.8,1699.9202
393.1064,0,1.0,916.2892
444.5445,0,1.2,924.8595
203.9368,0,1.2,2107.8395
419.5658,0,1.0,822.9218
99.7843,0,1.0,2437.0909
430.9035,1,1.0,1366.5632
107.3699,1,0.8,2890.0501
228.7793,0,0.8,1684.9303
408.7829,0,1.0,898.7588
117.4628,0,0.8,2256.4867
153.1631,1,1.2,2945.208
375.0137,1,1.0,1641.8584
374.0164,1,1.2,1827.6037
338.5164,0,0.8,1279.9922
362.2768,0,1.0,1198.4957
294.226,0,0.8,1272.7346
163.3096,0,1.2,2305.7318
205.5632,0,0.8,1862.3261
131.719,1,1.2,2922.7583
458.8028,0,0.8,641.6852
312.5263,1,1.2,1945.7019
230.3831,1,0.8,2270.7128
257.9026,1,1.0,2290.2101
476.2775,1,1.0,1074.656
119.0081,1,0.8,2629.9394
313.8034,0,1.2,1754.1979
277.6499,0,0.8,1591.6988
325.1544,0,1.0,1312.868
58.1496,1,1.2,3467.2957
442.4558,1,0.8,1185.6707
469.4532,1,0.8,1013.0276
304.3099,1,1.2,2183.8818
363.4929,1,0.8,1443.5525
465.1247,1,1.0,1202.1775
368.2574,0,1.0,950.1417
118.6426,1,1.2,3240.8615
309.3298,1,0.8,1582.6753
323.0218,0,0.8,1101.0422
240.8588,1,1.0,2261.9738
381.3999,0,1.2,1193.1326
470.4652,0,1.2,734.8491
466.5058,0,1.2,1008.4186
252.8777,1,1.0,2415.2475
100.9571,0,1.0,2650.0661
493.1785,0,1.2,817.6593
427.5041,1,1.2,1808.9348
106.0982,0,0.8,2242.8788
464.3788,1,0.8,941.8784
441.4534,1,1.2,1493.8595
283.4771,0,1.0,1725.5186
316.0739,1,1.0,1978.2331
229.5512,1,0.8,2324.9913
74.6427,0,1.2,2833.3185
200.8388,0,1.0,1845.9492
411.2841,0,1.0,876.2549
52.0844,0,1.0,2842.0511
200.0746,1,1.0,2450.165
229.1759,0,0.8,1663.6567
291.828,0,1.0,1565.5364
463.935,0,1.0,861.1434
205.8557,1,1.2,2758.6667
206.1289,1,1.2,2737.6855
381.8756,1,0.8,1406.4195
253.4981,1,0.8,1949.4159
151.0722,1,0.8,2568.8984
253.5978,0,0.8,1749.5845
113.3857,1,1.0,2984.3947
129.3741,1,1.2,2997.9877
274.2655,1,1.0,2086.812
238.5165,0,1.0,1949.2809
461.6807,0,1.0,638.347
213.0773,1,1.2,2614.5333
